"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MOFG","MidWestOne Financial Group, Inc.","28.43","$237.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mofg",
"MDXG","MiMedx Group, Inc","8.7","$930.36M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdxg",
"MNDO","MIND C.T.I. Ltd.","3.67","$69.49M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mndo",
"NERV","Minerva Neurosciences, Inc","5.15","$94.96M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nerv",
"MRTX","Mirati Therapeutics, Inc.","19.27","$260.86M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrtx",
"MSON","MISONIX, Inc.","12.58","$96.07M","1992","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","5.9","$71.3M","1994","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mind",
"MITK","Mitek Systems, Inc.","3.01","$92.27M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","9.81","$981.84M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/mitl",
"MKSI","MKS Instruments, Inc.","34.67","$1.84B","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Management, LLC","9.33","$67.92M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mmac",
"MINI","Mobile Mini, Inc.","38.12","$1.76B","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","9.28","$705.09M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobl",
"MOCO","MOCON, Inc.","17","$96.45M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/moco",
"MDSY","ModSys International Ltd.","3.19","$37.07M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdsy",
"MLNK","ModusLink Global Solutions, Inc","3.75","$19.54B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mlnk",
"MOKO","Moko Social Media Ltd.","5.15","$77.32M","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/moko",
"MOLG","MOL Global, Inc.","1.93","$130.28M","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/molg",
"MNTA","Momenta Pharmaceuticals, Inc.","10.63","$563.93M","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","10.49","$1.96B","2014","n/a","n/a","http://www.nasdaq.com/symbol/momo",
"MCRI","Monarch Casino & Resort, Inc.","17.8","$299.1M","1993","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mcri",
"MNRK","Monarch Financial Holdings, Inc.","12.85","$136.81M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mnrk",
"MDLZ","Mondelez International, Inc.","36.94","$62.06B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","8.55","$461.37M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mgi",
"MPWR","Monolithic Power Systems, Inc.","48","$1.86B","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","29.11","$1.14B","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/type",
"MNRO","Monro Muffler Brake, Inc.","59.6","$1.88B","1991","Consumer Services","Automotive Aftermarket","http://www.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","14.46","$137.63M","2012","n/a","n/a","http://www.nasdaq.com/symbol/mrcc",
"MNST","Monster Beverage Corporation","119.31","$20.01B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mnst",
"MHGC","Morgans Hotel Group Co.","7.47","$256.8M","2006","n/a","n/a","http://www.nasdaq.com/symbol/mhgc",
"MORN","Morningstar, Inc.","65.87","$2.94B","2005","Finance","Investment Managers","http://www.nasdaq.com/symbol/morn",
"MOSY","MoSys, Inc.","2.22","$110.51M","2001","Technology","Semiconductors","http://www.nasdaq.com/symbol/mosy",
"MPAA","Motorcar Parts of America, Inc.","30.94","$553.98M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mpaa",
"MDM","Mountain Province Diamonds Inc.","4.11","$555.69M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mdm",
"MRVC","MRV Communications, Inc.","10.66","$78.48M","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvc",
"MSBF","MSB Financial Corp.","10.59","$53.06M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/msbf",
"MTSC","MTS Systems Corporation","73.9","$1.11B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mtsc",
"LABL","Multi-Color Corporation","60.34","$998.85M","1987","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/labl",
"MFLX","Multi-Fineline Electronix, Inc.","12.5","$303.79M","2004","Technology","Electrical Products","http://www.nasdaq.com/symbol/mflx",
"MFSF","MutualFirst Financial Inc.","22.3","$160.54M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfsf",
"MWIV","MWI Veterinary Supply, Inc.","189.34","$2.45B","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/mwiv",
"MYL","Mylan Inc.","54.21","$20.29B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myl",
"MYOS","MYOS Corporation","7.163","$20.84M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","25.69","$533.82M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","36.24","$2.64B","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/mygn",
"NANO","Nanometrics Incorporated","15.71","$379.52M","1984","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nano",
"NSPH","Nanosphere, Inc.","0.2407","$28.23M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nsph",
"NSTG","NanoString Technologies, Inc.","12.53","$228.08M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/nstg",
"NSSC","NAPCO Security Technologies, Inc.","4.72","$90.63M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/nssc",
"NATH","Nathan&#39;s Famous, Inc.","79.08","$354.28M","1993","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nath",
"NAUH","National American University Holdings, Inc.","3.12","$78.57M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/nauh",
"NKSH","National Bankshares, Inc.","29.6","$205.73M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","23.14","$1.07B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","15.12","$920.36M","2007","Consumer Services","Advertising","http://www.nasdaq.com/symbol/ncmi",
"NGHC","National General Holdings Corp","18.29","$1.71B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghc",
"NGHCP","National General Holdings Corp","25.48","$56.06M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nghcp",
"NATI","National Instruments Corporation","30.56","$3.9B","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nati",
"NATL","National Interstate Corporation","26.82","$530.53M","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/natl",
"NPBC","National Penn Bancshares, Inc.","10.11","$1.49B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/npbc",
"NRCIA","National Research Corporation","14.09","$343.43M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/nrcia",
"NRCIB","National Research Corporation","34.36","$837.5M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/nrcib",
"NSEC","National Security Group, Inc.","13.3799","$33.55M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nsec",
"NWLI","National Western Life Insurance Company","241","$876.32M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nwli",
"NAII","Natural Alternatives International, Inc.","5.29","$37.02M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/naii",
"NATR","Nature&#39;s Sunshine Products, Inc.","14.52","$272.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/natr",
"BABY","Natus Medical Incorporated","36.08","$1.17B","2001","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/baby",
"NVSL","Naugatuck Valley Financial Corporation","8.89","$62.25M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nvsl",
"NAVI","Navient Corporation","19.47","$7.99B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/navi",
"NBTF","NB&T FINANCIAL GROUP INC","30.23","$103.79M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nbtf",
"NBTB","NBT Bancorp Inc.","24.44","$1.07B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nbtb",
"NCIT","NCI, Inc.","11.21","$145.27M","2005","Technology","EDP Services","http://www.nasdaq.com/symbol/ncit",
"NKTR","Nektar Therapeutics","14.62","$1.88B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nktr",
"NEOG","Neogen Corporation","48.3","$1.79B","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/neog",
"NEO","NeoGenomics, Inc.","3.88","$232.69M","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/neo",
"NEON","Neonode Inc.","2.45","$99.12M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/neon",
"NBS","Neostem, Inc.","3.58","$127.94M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/nbs",
"NEOT","Neothetics, Inc.","6.69","$91.12M","1996","n/a","n/a","http://www.nasdaq.com/symbol/neot",
"NVCN","Neovasc Inc.","8.4","$452.28M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nvcn",
"NRX","NephroGenex, Inc.","8.25","$73.11M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nrx",
"NEPT","Neptune Technologies & Bioresources Inc","1.69","$126.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nept",
"UEPS","Net 1 UEPS Technologies, Inc.","11.8","$548.41M","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ueps",
"NETE","Net Element, Inc.","1.13","$51.55M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","39.48","$12.31B","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/ntap",
"NTES","NetEase, Inc.","112.9","$14.68B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ntes",
"NFLX","Netflix, Inc.","437.455","$26.36B","2002","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/nflx",
"NTGR","NETGEAR, Inc.","34.45","$1.19B","2003","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntgr",
"NLST","Netlist, Inc.","1.53","$63.46M","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/nlst",
"NTCT","NetScout Systems, Inc.","34.92","$1.44B","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","4.17","$39.98M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntwk",
"NBIX","Neurocrine Biosciences, Inc.","31.7","$2.41B","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/nbix",
"NDRM","NeuroDerm Ltd.","9.83","$167.08M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ndrm",
"NURO","NeuroMetrix, Inc.","1.72","$13.66M","2004","n/a","n/a","http://www.nasdaq.com/symbol/nuro",
"NHTB","New Hampshire Thrift Bancshares, Inc.","15.3999","$127.17M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nhtb",
"PATIV","New Patriot Transportation Holding, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pativ",
"NYMT","New York Mortgage Trust, Inc.","7.81","$708.25M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nymt",
"NYMTP","New York Mortgage Trust, Inc.","24.56","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nymtp",
"NBBC","NewBridge Bancorp","8.21","$305.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nbbc",
"NLNK","NewLink Genetics Corporation","39.4","$1.1B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nlnk",
"NEWP","Newport Corporation","19.07","$759.89M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/newp",
"NWS","News Corporation","14.66","$8.5B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/nws",
"NWSA","News Corporation","15.18","$8.81B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/nwsa",
"NEWS","NewStar Financial, Inc.","11.01","$524.11M","2006","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/news",
"NEWT","Newtek Business Services Corp.","14.21","$107.55M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/newt",
"NXST","Nexstar Broadcasting Group, Inc.","52.22","$1.61B","2003","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/nxst",
"NFEC","NF Energy Saving Corporation","1.4201","$8.12M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nfec",
"EGOV","NIC Inc.","17.26","$1.13B","1999","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/egov",
"NICE","NICE-Systems Limited","50.32","$3.02B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/nice",
"NICK","Nicholas Financial, Inc.","14.33","$176.08M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/nick",
"NMIH","NMI Holdings Inc","7.88","$459.9M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/nmih",
"NNBR","NN, Inc.","22.89","$433.93M","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nnbr",
"NDLS","Noodles & Company","26.41","$786.73M","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/ndls",
"NDSN","Nordson Corporation","72.5","$4.49B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ndsn",
"NSYS","Nortech Systems Incorporated","5.58","$15.31M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nsys",
"NTK","Nortek Inc.","78.02","$1.26B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntk",
"NBN","Northeast Bancorp","9.11","$93.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nbn",
"NECB","Northeast Community Bancorp, Inc.","6.8","$84.16M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/necb",
"NTIC","Northern Technologies International Corporation","21.5","$97.22M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/ntic",
"NTRS","Northern Trust Corporation","66.88","$15.75B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ntrs",
"NTRSP","Northern Trust Corporation","25.28","$404.48M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ntrsp",
"NFBK","Northfield Bancorp, Inc.","14.48","$709.24M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nfbk",
"NRIM","Northrim BanCorp Inc","22.47","$153.56M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nrim",
"NWBI","Northwest Bancshares, Inc.","11.99","$1.14B","2009","Finance","Major Banks","http://www.nasdaq.com/symbol/nwbi",
"NWBO","Northwest Biotherapeutics, Inc.","6.28","$390.73M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nwbo",
"NWBOW","Northwest Biotherapeutics, Inc.","3.8284","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nwbow",
"NWPX","Northwest Pipe Company","24.61","$234.29M","1995","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/nwpx",
"NCLH","Norwegian Cruise Line Holdings Ltd.","45.7","$9.29B","2013","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/nclh",
"NWFL","Norwood Financial Corp.","29.1","$106.09M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nwfl",
"NVFY","Nova Lifestyle, Inc","2","$41.57M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/nvfy",
"NVMI","Nova Measuring Instruments Ltd.","10.84","$300.58M","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/nvmi",
"NVDQ","Novadaq Technologies Inc","14.28","$793.58M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/nvdq",
